Feature: phone, Score: 300.00000000130285, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: stopped, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: storage, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: story, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: straight, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: strangers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: streamlined, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: strength, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: strengthening, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: stressing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: strike, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: strikes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: struggled, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: struggling, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: stuck, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: studio, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: study, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: stuff, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: stump, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: stunned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: sturdy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: styles, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: stylish, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: subsidiaries, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: subsidize, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: substantially, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: succeeds, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: successful, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: successor, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: sue, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suffered, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suggested, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suicidal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: suite, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: suitors, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suits, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: sunglasses, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: supercharged, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: supercomputers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: superfon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: superior, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: superiors, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: supplement, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suppliers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: supplies, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: supply, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: support, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: supports, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: supreme, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: surface, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: surpasses, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: surprised, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: survey, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: survive, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: suspect, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: sustain, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: swanson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: swap, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: sweaters, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: swedish, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: swell, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: swift, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: switched, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: switching, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: synchronous, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: synthesis, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: syrupy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: szemzo, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: table, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: takada, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: takeover, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tandy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: taped, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: target, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tariffs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: taurus, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: taxes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tearfully, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tech, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: techknits, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: technical, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: technique, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: technological, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: teddy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: teen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: telaction, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: telefonica, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: telegraph, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: telemarketing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: telenet, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: television, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: telex, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: teller, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tellers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: temporary, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tens, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tent, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tentative, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: terminal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: terrorists, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: terry, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: testimony, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thanking, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: theme, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thick, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thirds, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: thompson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thomson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thorpe, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: threat, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thrust, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thunderbird, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: thus, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tibbs, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tickets, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tie, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tied, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tight, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tighter, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: timely, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: times, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: toddlers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: toes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: toggle, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: token, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tomato, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tompkins, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tonic, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: topped, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: torpedo, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: totals, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: touch, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tough, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tougher, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: toward, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tower, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: township, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: tracer, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: track, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tracking, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: trademark, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: traditionally, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trailers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trainer, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trains, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: transaction, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: transcontinental, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: transformers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: translation, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: transmission, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: transmissions, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: transmit, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: transmitted, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: treat, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trends, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trial, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: trips, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: triumphantly, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trivia, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: troy, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trumpeting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: trust, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tulsa, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: turnaround, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: turned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: turnkey, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: tymnet, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: typically, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ubiquitous, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: uentrop, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: umbrella, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: unauthorized, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: underpriced, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: underscore, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unglamorous, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unions, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: uniroyal, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unix, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unjustified, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: unless, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: unread, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: unregulated, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: unsecured, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: update, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: upgrade, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: upgraded, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: upon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: upper, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: upset, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: urban, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: urging, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: usage, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: useful, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: utica, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: uttar, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vain, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: variations, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: variety, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: various, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vegetable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: venture, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: vessels, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: veteran, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: viciously, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vicks, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: victims, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: victoria, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: videotape, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vie, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vienna, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vietnam, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vigorously, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: village, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: villains, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: visible, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: visit, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: visual, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: voiced, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: volkswagen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: volunteered, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: volunteers, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: volvo, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: vote, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: voted, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: voting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: vulnerable, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wait, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wake, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: walked, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: walking, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: walter, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: waltham, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wanting, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wants, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: warnecke, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: warned, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: warning, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: watch, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: watches, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wave, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: waved, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: ways, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: weaker, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: weakness, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: weapon, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wear, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: weekends, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: weiss, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wellman, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wesson, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: westchester, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: westwood, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: whatever, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wheel, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: whenever, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: whirlpool, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: whitman, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: widen, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wife, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wilkens, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wilkie, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wilkin, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: william, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: willing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wilmington, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: window, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: winners, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wire, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wis, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wise, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: wish, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wistful, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: wolverine, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: worked, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: workings, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: worried, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: worry, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: worse, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: worst, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: write, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: writing, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: xerox, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: yeah, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: yes, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: yield, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: phone
Feature: yokohama, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: youth, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: yuppies, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
Feature: ziari, Score: 10.000000000043428, Log-Likelihood: 10.000000000043428, Predicted Sense: product
